content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
CHASING SHADOWS IS OFFICIALLY OUT!!! https://t.co/7d23IQnOMX,Tue Dec 06 20:07:02 +0000 2022,2022-12-06 20:07:02+00:00,89,,['https://youtu.be/eoH1d3xhwZE'],0,,4,11,,https://twitter.com/alexwaarren/status/1600220288889008128,1600220288889008128,1600220288889008128
@emily_here_13 ily,Mon Dec 05 01:37:09 +0000 2022,2022-12-05 01:37:09+00:00,1,,[],0,,1,0,,https://twitter.com/alexwaarren/status/1599578591666524162,1599578591666524162,1599232860812369921
i love u https://t.co/cXtdGAIhDA,Sun Dec 04 02:43:20 +0000 2022,2022-12-04 02:43:20+00:00,140,,['https://twitter.com/emily_here_13/status/1599227611125022720'],0,https://twitter.com/emily_here_13/status/1599227611125022720,3,5,,https://twitter.com/alexwaarren/status/1599232860812369921,1599232860812369921,1599232860812369921
"She’s sad, betrayed, hurt. @Ticketmaster https://t.co/qqzgME6QSU",Tue Nov 15 18:11:48 +0000 2022,2022-11-15 18:11:48+00:00,294,"[Photo(previewUrl='https://pbs.twimg.com/media/Fhn8G2wUYAUA0qc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fhn8G2wUYAUA0qc?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Fhn8G2uVEAAMfrk?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fhn8G2uVEAAMfrk?format=jpg&name=large', type='photo')]",[],2,,8,3,,https://twitter.com/alexwaarren/status/1592581145291796481,1592581145291796481,1592581145291796481
i am mad at you. You made my girlfriend cry. https://t.co/idWHcaR2AS,Tue Nov 15 18:09:54 +0000 2022,2022-11-15 18:09:54+00:00,373,,['https://twitter.com/TMFanSupport/status/1592546502484054017'],0,https://twitter.com/TMFanSupport/status/1592546502484054017,5,6,,https://twitter.com/alexwaarren/status/1592580665924792320,1592580665924792320,1592580665924792320
i bought twitter blue does this mean i’m not official anymore?,Thu Nov 10 08:10:17 +0000 2022,2022-11-10 08:10:17+00:00,558,,[],1,,17,9,,https://twitter.com/alexwaarren/status/1590617829254266881,1590617829254266881,1590617829254266881
so im official? ooooo,Thu Nov 10 08:08:38 +0000 2022,2022-11-10 08:08:38+00:00,105,,[],0,,2,0,,https://twitter.com/alexwaarren/status/1590617415230328837,1590617415230328837,1590616961096224768
wait how do you check if you’re official… also what does that mean and why is it all over my timeline,Thu Nov 10 08:06:50 +0000 2022,2022-11-10 08:06:50+00:00,323,,[],3,,6,4,,https://twitter.com/alexwaarren/status/1590616961096224768,1590616961096224768,1590616961096224768
is it me? or was last night just trunk-or-treat?!,Tue Nov 01 17:46:21 +0000 2022,2022-11-01 17:46:21+00:00,376,,[],0,,11,14,,https://twitter.com/alexwaarren/status/1587501312681263105,1587501312681263105,1587501312681263105
i hope kids come to trick or treat in our neighborhood… Kouvr got 3 buckets full of candy and she is waiting outside our house🥺 https://t.co/elxdV566jo,Tue Nov 01 00:11:05 +0000 2022,2022-11-01 00:11:05+00:00,1319,"[Photo(previewUrl='https://pbs.twimg.com/media/Fgb-frnVIAA7GIl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fgb-frnVIAA7GIl?format=jpg&name=large', type='photo')]",[],3,,14,22,,https://twitter.com/alexwaarren/status/1587235743692296193,1587235743692296193,1587235743692296193
why did kouvr say “it’s cause there’s a scorpion on the moon”?,Fri Oct 21 01:32:45 +0000 2022,2022-10-21 01:32:45+00:00,243,,[],1,,2,2,,https://twitter.com/alexwaarren/status/1583270031269371904,1583270031269371904,1583270031269371904
today was so off… whoever is writing my story took a break today i guess.,Fri Oct 21 01:32:11 +0000 2022,2022-10-21 01:32:11+00:00,343,,[],1,,2,8,,https://twitter.com/alexwaarren/status/1583269886364508160,1583269886364508160,1583269886364508160
I know for a fact that if my mom wasn’t dead you would’ve killed her with your wine. https://t.co/4f0cEFlgay,Tue Oct 18 06:18:36 +0000 2022,2022-10-18 06:18:36+00:00,299,,['https://twitter.com/tanamongeau/status/1582254276872527878'],0,https://twitter.com/tanamongeau/status/1582254276872527878,12,4,,https://twitter.com/alexwaarren/status/1582254802100113408,1582254802100113408,1582254802100113408
i miss roasting tana mongeau on here all the time.,Tue Oct 18 00:36:15 +0000 2022,2022-10-18 00:36:15+00:00,536,,[],1,,6,3,,https://twitter.com/alexwaarren/status/1582168647060975616,1582168647060975616,1582168647060975616
why do girls carpool to the bathroom? No one will give me the answer.,Sun Oct 16 03:23:47 +0000 2022,2022-10-16 03:23:47+00:00,632,,[],5,,11,17,,https://twitter.com/alexwaarren/status/1581486032314281985,1581486032314281985,1581486032314281985
apparently everyone looks like dream,Tue Oct 04 01:11:32 +0000 2022,2022-10-04 01:11:32+00:00,627,,[],0,,4,7,,https://twitter.com/alexwaarren/status/1577104096116424704,1577104096116424704,1577104096116424704
HeadLights lyric video is officially out! https://t.co/cnKH9ZuPM0 https://t.co/XXmVDoZEHr,Tue Sep 20 00:19:41 +0000 2022,2022-09-20 00:19:41+00:00,152,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1572017566067085312/pu/img/bWMvz_tWkd3FSomL.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572017566067085312/pu/vid/1280x720/8TcTXaOIJ2VvFRt2.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1572017566067085312/pu/pl/NK-wLdKhK-eSYj17.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572017566067085312/pu/vid/640x360/TUapMz1MNtip3tSr.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1572017566067085312/pu/vid/480x270/GCCghxCAz0LbIQtt.mp4?tag=12', bitrate=256000)], duration=33.625, type='video')]",['https://www.youtube.com/watch?v=MfJgJff66m8'],0,,2,6,,https://twitter.com/alexwaarren/status/1572017618651086848,1572017618651086848,1572017618651086848
i posted a video and my toes were shown and they called them concrete grippers… i hate my life.,Sun Sep 18 21:25:07 +0000 2022,2022-09-18 21:25:07+00:00,402,,[],0,,7,7,,https://twitter.com/alexwaarren/status/1571611300303892480,1571611300303892480,1571611300303892480
i’m writing a song to play at weddings rn and it’s about kouvr🤍,Fri Sep 16 21:43:25 +0000 2022,2022-09-16 21:43:25+00:00,657,,[],1,,17,19,,https://twitter.com/alexwaarren/status/1570891130610536451,1570891130610536451,1570891130610536451
Someone tell @Verizon to tell my girlfriend she can’t give my stuff away in a sweepstakes like the one they have going on RIGHT NOW #OneUnlimited https://t.co/v8n2SG9S8P #VerizonPartner https://t.co/K0QQaqboDh,Fri Sep 16 01:47:02 +0000 2022,2022-09-16 01:47:02+00:00,88,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1570589936801443844/pu/img/Cta7gOupB5AcGYLy.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1570589936801443844/pu/pl/cEi_yA4qMBrIK8l9.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1570589936801443844/pu/vid/320x568/eUDsaFEI280UjsSm.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1570589936801443844/pu/vid/480x852/W4Fr_aKv6r1AaxNP.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1570589936801443844/pu/vid/720x1280/SYFMaYhoibPR5RRK.mp4?tag=12', bitrate=2176000)], duration=37.433, type='video')]",['http://verizonsweepstakes.dja.com'],1,,1,2,,https://twitter.com/alexwaarren/status/1570590048638369792,1570590048638369792,1570590048638369792
who’s your favorite person from my videos?,Fri Sep 16 00:43:17 +0000 2022,2022-09-16 00:43:17+00:00,393,,[],0,,33,3,,https://twitter.com/alexwaarren/status/1570574007782768643,1570574007782768643,1570574007782768643
Is there anything i haven’t done on tik tok that y’all would want to see me/kouvr do? I feel like my fyp is just singing and I don’t see trends ever lol,Fri Sep 16 00:42:16 +0000 2022,2022-09-16 00:42:16+00:00,189,,[],0,,6,2,,https://twitter.com/alexwaarren/status/1570573749036134401,1570573749036134401,1570573749036134401
What 5 songs have y’all been listening to? (1 being the best),Fri Sep 16 00:41:26 +0000 2022,2022-09-16 00:41:26+00:00,243,,[],3,,22,1,,https://twitter.com/alexwaarren/status/1570573542315655168,1570573542315655168,1570573542315655168
has there been any trends yall absolutely love lately?,Fri Sep 16 00:40:54 +0000 2022,2022-09-16 00:40:54+00:00,161,,[],0,,5,1,,https://twitter.com/alexwaarren/status/1570573405627510784,1570573405627510784,1570573405627510784
who has been your favorite creator/musician to watch recently (not me),Fri Sep 16 00:40:36 +0000 2022,2022-09-16 00:40:36+00:00,161,,[],3,,10,1,,https://twitter.com/alexwaarren/status/1570573328649428993,1570573328649428993,1570573328649428993
just cause i wanna know what y’all are into i’m gonna post some questions and i wanna hear from you guys🤍,Fri Sep 16 00:40:13 +0000 2022,2022-09-16 00:40:13+00:00,151,,[],0,,2,2,,https://twitter.com/alexwaarren/status/1570573233153544194,1570573233153544194,1570573233153544194
rawr xd,Thu Sep 15 07:43:57 +0000 2022,2022-09-15 07:43:57+00:00,278,,[],0,,12,5,,https://twitter.com/alexwaarren/status/1570317482396905478,1570317482396905478,1570317482396905478
The lengths this girl will go to make sure she gets the iPhone 14 Pro and #OneUnlimited plan for iPhone from @Verizon is insane. Get yours today https://t.co/dAYp7PQVnp #VerizonPartner https://t.co/z3ixxCBKFQ,Thu Sep 15 06:21:52 +0000 2022,2022-09-15 06:21:52+00:00,159,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1570296664874946560/pu/img/CnmV2BocsgzCQuf7.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1570296664874946560/pu/vid/320x568/czgBQKzBnub8N9OW.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1570296664874946560/pu/vid/480x852/MrKDHDKSeF3kJq-o.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1570296664874946560/pu/vid/720x1280/a8meLNlooh33qXDL.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1570296664874946560/pu/pl/ec8SgZj5s0rsu2d4.m3u8?tag=12&container=fmp4', bitrate=None)], duration=39.598, type='video')]",['https://www.verizon.com/plans/one-unlimited-for-iphone/'],1,,3,3,,https://twitter.com/alexwaarren/status/1570296826070454274,1570296826070454274,1570296826070454274
NO WAY! @youtubemusic and @RecordExecutive just put my face up on a billboard in Atlanta! Go stream Headlights on #YouTubeMusic -&gt; https://t.co/LtJ1qN9iGd https://t.co/EM8LWj4XRT,Thu Sep 08 20:21:21 +0000 2022,2022-09-08 20:21:21+00:00,181,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1567958824493142022/pu/img/etndiAdAiOgfRxdV.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1567958824493142022/pu/vid/720x720/w706wQH6h2-fBqK9.mp4?tag=12', bitrate=1280000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1567958824493142022/pu/pl/ChrJBzCXPZubpjx0.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1567958824493142022/pu/vid/540x540/BEgKVgqHiFil0cek.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1567958824493142022/pu/vid/320x320/Im8H3_SP3TL6ctUg.mp4?tag=12', bitrate=432000)], duration=15.04, type='video')]",['https://music.youtube.com/watch?v=hJskvsP--6o'],0,,5,7,,https://twitter.com/alexwaarren/status/1567971374735720449,1567971374735720449,1567971374735720449
hi,Fri Sep 02 19:02:20 +0000 2022,2022-09-02 19:02:20+00:00,409,,[],0,,22,3,,https://twitter.com/alexwaarren/status/1565777160236699650,1565777160236699650,1565777160236699650
HEADLIGHTS IS OFFICIALLY OUT!!! https://t.co/iQKTyPF3QE,Fri Sep 02 04:27:24 +0000 2022,2022-09-02 04:27:24+00:00,227,,['https://youtu.be/hJskvsP--6o'],1,,16,15,,https://twitter.com/alexwaarren/status/1565556977224208385,1565556977224208385,1565556977224208385
Tonight 9PM PST/ 12AM EST https://t.co/YCs8DfUTWq,Thu Sep 01 17:25:26 +0000 2022,2022-09-01 17:25:26+00:00,266,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1565390300989628416/pu/img/VIJ1TiXlgB0bCMra.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1565390300989628416/pu/vid/480x270/v88dIctUsI_Y9wVC.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1565390300989628416/pu/vid/1280x720/fkaULCAyeZO-O2O4.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1565390300989628416/pu/vid/640x360/2S4cV1vrLoYCbLa7.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1565390300989628416/pu/pl/nXbzbpNMfdKuOh0c.m3u8?tag=12&container=fmp4', bitrate=None)], duration=25.613, type='video')]",[],2,,8,17,,https://twitter.com/alexwaarren/status/1565390385869795333,1565390385869795333,1565390385869795333
24 MORE HOURS TILL HEADLIGHTS,Thu Sep 01 03:48:46 +0000 2022,2022-09-01 03:48:46+00:00,389,,[],1,,4,6,,https://twitter.com/alexwaarren/status/1565184868023078912,1565184868023078912,1565184868023078912
HEADLIGHTS OUT TOMORROW!!! I CAN NOT WAIT.,Thu Sep 01 03:48:36 +0000 2022,2022-09-01 03:48:36+00:00,272,,[],2,,4,8,,https://twitter.com/alexwaarren/status/1565184825597648898,1565184825597648898,1565184825597648898
my biggest pet peeve is when you lose something your friend pretends that they found it to fuck with you. I hope your pillow is hotter than hell.,Sun Aug 28 09:10:45 +0000 2022,2022-08-28 09:10:45+00:00,499,,[],0,,6,12,,https://twitter.com/alexwaarren/status/1563816343085887488,1563816343085887488,1563816343085887488
https://t.co/mOntVR2GlJ,Mon Aug 22 00:58:46 +0000 2022,2022-08-22 00:58:46+00:00,859,"[Photo(previewUrl='https://pbs.twimg.com/media/FaufWQ8UUAAW_AK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FaufWQ8UUAAW_AK?format=jpg&name=large', type='photo')]",[],0,,7,6,,https://twitter.com/alexwaarren/status/1561518204899303424,1561518204899303424,1561518204899303424
ok ok mattyb raps or jacob sartorius,Sat Aug 20 02:46:17 +0000 2022,2022-08-20 02:46:17+00:00,1134,,[],22,,99,23,,https://twitter.com/alexwaarren/status/1560820485985669121,1560820485985669121,1560820485985669121
I love u guys https://t.co/IjY7wdno1M,Thu Aug 18 17:49:00 +0000 2022,2022-08-18 17:49:00+00:00,1005,"[Photo(previewUrl='https://pbs.twimg.com/media/FadhZOUUUAIaHR6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FadhZOUUUAIaHR6?format=jpg&name=large', type='photo')]",[],4,,21,30,,https://twitter.com/alexwaarren/status/1560322885893312517,1560322885893312517,1560322885893312517
"IF YALL HAVENT ALREADY PRESAVE HEADLIGHTS! (sep2) 
https://t.co/JBvercuXOJ",Wed Aug 10 20:51:37 +0000 2022,2022-08-10 20:51:37+00:00,212,,['https://ffm.to/awarrenpresave'],0,,6,4,,https://twitter.com/alexwaarren/status/1557469740787851264,1557469740787851264,1557469740787851264
The only reason i leave my house is because in n out doesn’t deliver.,Sat Aug 06 02:40:00 +0000 2022,2022-08-06 02:40:00+00:00,719,,[],0,,9,9,,https://twitter.com/alexwaarren/status/1555745476565078016,1555745476565078016,1555745476565078016
HEADLIGHTS 09/02/22 https://t.co/vvbDHJvtgu,Tue Aug 02 19:14:22 +0000 2022,2022-08-02 19:14:22+00:00,284,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1554546068380999680/pu/img/nGz3Q8nbxIvwmJFK.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1554546068380999680/pu/vid/480x270/g49elIlE9L3KQrxJ.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1554546068380999680/pu/vid/1280x720/ZYqVNmVeCKQqMOxU.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1554546068380999680/pu/vid/640x360/ORRSONf7A646yDS4.mp4?tag=12', bitrate=832000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1554546068380999680/pu/pl/31-jVAnXytL045aB.m3u8?tag=12&container=fmp4', bitrate=None)], duration=30.253, type='video')]",[],2,,11,19,,https://twitter.com/alexwaarren/status/1554546166246699009,1554546166246699009,1554546166246699009
@THATSWHATlGET hiiii,Mon Aug 01 08:31:40 +0000 2022,2022-08-01 08:31:40+00:00,9,,[],0,,1,0,,https://twitter.com/alexwaarren/status/1554022037412204544,1554022037412204544,1554021944181211141
Y’all see this first HeadLights officially comes out on Sep 2nd and the documentary officially comes out Aug 26th.,Mon Aug 01 08:30:40 +0000 2022,2022-08-01 08:30:40+00:00,394,,[],0,,9,6,,https://twitter.com/alexwaarren/status/1554021786861260800,1554021786861260800,1554021786861260800
i’m so happy to say i finally got a release date for “headlights” :),Sat Jul 30 18:49:55 +0000 2022,2022-07-30 18:49:55+00:00,718,,[],1,,6,7,,https://twitter.com/alexwaarren/status/1553452848750292992,1553452848750292992,1553452848750292992
They can’t fix this natural beauty https://t.co/cnktAJvgjL,Fri Jul 29 22:25:33 +0000 2022,2022-07-29 22:25:33+00:00,433,"[Photo(previewUrl='https://pbs.twimg.com/media/FY3g5bfVUAA7lVN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FY3g5bfVUAA7lVN?format=jpg&name=large', type='photo')]",[],1,,7,2,,https://twitter.com/alexwaarren/status/1553144727704182784,1553144727704182784,1553144727704182784
my label said i needed a haircut and booked me some fancy place and i’m wearing a robe to get a haircut and i feel so out of place… This isn’t sports clips.,Fri Jul 29 22:23:17 +0000 2022,2022-07-29 22:23:17+00:00,592,,[],0,,6,2,,https://twitter.com/alexwaarren/status/1553144157828395008,1553144157828395008,1553144157828395008
y’all my docuseries that is coming out (1 week before headlights) is honestly one of my favorite things i’ve ever made.,Sun Jul 24 22:38:51 +0000 2022,2022-07-24 22:38:51+00:00,435,,[],0,,10,4,,https://twitter.com/alexwaarren/status/1551336132209651712,1551336132209651712,1551336132209651712
Y’all. I’m watching a show w/ kouvr and there’s something called a naked sushi model? do you start conversation with them? what if you make them laugh? earthquake?,Sun Jul 24 01:36:46 +0000 2022,2022-07-24 01:36:46+00:00,370,,[],0,,6,3,,https://twitter.com/alexwaarren/status/1551018521852661761,1551018521852661761,1551018521852661761
y’all like my license plate? https://t.co/CYqlRMwOSt,Mon Jul 18 01:30:01 +0000 2022,2022-07-18 01:30:01+00:00,364,,['https://twitter.com/jeremy_perl/status/1548391124787613698'],1,https://twitter.com/jeremy_perl/status/1548391124787613698,2,4,,https://twitter.com/alexwaarren/status/1548842494791540737,1548842494791540737,1548842494791540737
@jeremy_perl yes hahaha,Mon Jul 18 01:29:45 +0000 2022,2022-07-18 01:29:45+00:00,6,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1548842428085374976,1548842428085374976,1548391124787613698
Hope all of you guys are doing okay:) I’ve been trying to make this album and do social media and i think i’m balancing it really well but I would love to hear what you guys think. Y’all matter to me.,Fri Jul 01 20:52:42 +0000 2022,2022-07-01 20:52:42+00:00,477,,[],0,,14,8,,https://twitter.com/alexwaarren/status/1542974500412698625,1542974500412698625,1542974500412698625
there’s no way i just got a burrito from chipotle with (guac and steak) THATS IT. $28.99. WHAT.,Sun Jun 26 19:05:34 +0000 2022,2022-06-26 19:05:34+00:00,926,,[],1,,16,10,,https://twitter.com/alexwaarren/status/1541135600845082624,1541135600845082624,1541135600845082624
am i the only one who thinks Nessa would be an insane country artist?,Sat Jun 25 14:17:53 +0000 2022,2022-06-25 14:17:53+00:00,1593,,[],5,,22,29,,https://twitter.com/alexwaarren/status/1540700815211393024,1540700815211393024,1540700815211393024
what the actual fuck. I don’t do politics because what the fuck do you care that some random ass 21 year old is posting about this shit. But how the actual fuck are we moving backwards. HOW. I’m actually stunned.,Sat Jun 25 00:45:08 +0000 2022,2022-06-25 00:45:08+00:00,1169,,[],1,,5,46,,https://twitter.com/alexwaarren/status/1540496277426671616,1540496277426671616,1540496277426671616
i’m in nashville working on my album  and the heat feels like god just licked me.,Wed Jun 22 14:37:15 +0000 2022,2022-06-22 14:37:15+00:00,548,,[],1,,10,10,,https://twitter.com/alexwaarren/status/1539618523638644737,1539618523638644737,1539618523638644737
i love harry styles. I said it.,Tue Jun 21 20:00:32 +0000 2022,2022-06-21 20:00:32+00:00,1839,,[],7,,32,138,,https://twitter.com/alexwaarren/status/1539337493522182144,1539337493522182144,1539337493522182144
kouvr asked for juice and i brought her back a box apple juice and she’s looking at me funny. Can someone explain?,Sat Jun 18 02:03:21 +0000 2022,2022-06-18 02:03:21+00:00,902,,[],0,,16,9,,https://twitter.com/alexwaarren/status/1537979247196708866,1537979247196708866,1537979247196708866
NEXT MONTH BABY! July 2- https://t.co/FEXM2QfhXJ,Fri Jun 17 01:09:42 +0000 2022,2022-06-17 01:09:42+00:00,345,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1537603308927320064/pu/img/ka4VlFnbVgEHgJby.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1537603308927320064/pu/vid/480x852/qJkzhEdZbXGFnhYD.mp4?tag=12', bitrate=950000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1537603308927320064/pu/pl/DqGBjn4GXU2hWsjT.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1537603308927320064/pu/vid/320x568/jz21IBpVIYvVKiwY.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1537603308927320064/pu/vid/720x1280/3386CbWJf3NN11Cw.mp4?tag=12', bitrate=2176000)], duration=15.8, type='video')]",[],3,,7,10,,https://twitter.com/alexwaarren/status/1537603358004871168,1537603358004871168,1537603358004871168
I just saw a tweet saying “Johnny Depp will be having a mega pint today” and I’ve never loved something more on my life.,Wed Jun 01 19:40:16 +0000 2022,2022-06-01 19:40:16+00:00,2655,,[],1,,17,150,,https://twitter.com/alexwaarren/status/1532084633570930688,1532084633570930688,1532084633570930688
kouvr just turned 22 and she’s officially a milf. Just minus the mom part. So an older woman id like to f- nvm.,Wed Jun 01 01:59:53 +0000 2022,2022-06-01 01:59:53+00:00,1079,,[],0,,14,13,,https://twitter.com/alexwaarren/status/1531817782651760641,1531817782651760641,1531817782651760641
I swear every time someone tries to teach me what an NFT is I get more confused…,Thu May 26 18:49:21 +0000 2022,2022-05-26 18:49:21+00:00,663,,[],1,,11,16,,https://twitter.com/alexwaarren/status/1529897496054337536,1529897496054337536,1529897496054337536
headlights is coming out REALLY soon. hehe.,Wed May 25 18:27:36 +0000 2022,2022-05-25 18:27:36+00:00,437,,[],0,,12,9,,https://twitter.com/alexwaarren/status/1529529632873394176,1529529632873394176,1529529632873394176
hey so like headlights?,Sat May 21 16:43:51 +0000 2022,2022-05-21 16:43:51+00:00,560,,[],0,,5,5,,https://twitter.com/alexwaarren/status/1528053972350558209,1528053972350558209,1528053972350558209
"@jakeasnertv @JackQuillin22 thank you, i was wondering  what was happening",Wed May 18 05:31:45 +0000 2022,2022-05-18 05:31:45+00:00,25,,[],0,,0,0,,https://twitter.com/alexwaarren/status/1526797667468054533,1526797667468054533,1526792703739998209
"@KEEMSTAR i’m taking some credit for that, i still have 8 boxes in my freezer.",Tue May 10 20:41:32 +0000 2022,2022-05-10 20:41:32+00:00,138,,[],0,,4,0,,https://twitter.com/alexwaarren/status/1524127518734790656,1524127518734790656,1523827368321855489
honestly i’d beat noah beck in a 1v1 soccer.,Tue May 10 20:41:12 +0000 2022,2022-05-10 20:41:12+00:00,1036,,[],3,,27,11,,https://twitter.com/alexwaarren/status/1524127437092646912,1524127437092646912,1524127437092646912
can we just talk about the social and economic state of the world right now? https://t.co/WbGwYZQnNs,Thu May 05 14:53:26 +0000 2022,2022-05-05 14:53:26+00:00,1193,"[Photo(previewUrl='https://pbs.twimg.com/media/FSAKR1UWQAEX0z3?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FSAKR1UWQAEX0z3?format=jpg&name=large', type='photo')]",[],0,,11,20,,https://twitter.com/alexwaarren/status/1522227980034052096,1522227980034052096,1522227980034052096
i just left for new york and it’s gonna be the first time in 4 years that I won’t be sleeping next to Kouvr :(,Thu Apr 28 19:17:34 +0000 2022,2022-04-28 19:17:34+00:00,1249,,[],5,,26,13,,https://twitter.com/alexwaarren/status/1519757735780257792,1519757735780257792,1519757735780257792
im so curious,Tue Apr 26 07:00:59 +0000 2022,2022-04-26 07:00:59+00:00,544,,[],7,,40,22,,https://twitter.com/alexwaarren/status/1518847590325833729,1518847590325833729,1518847590325833729
can y’all comment some creators you like watching… I feel like no one is posting much recently. Need some people to watch.,Sun Apr 24 04:32:27 +0000 2022,2022-04-24 04:32:27+00:00,836,,[],4,,80,2,,https://twitter.com/alexwaarren/status/1518085437989945345,1518085437989945345,1518085437989945345
@myjapsnoble @coinbase @CoinbaseSupport i’m not stupid.,Fri Apr 22 05:51:24 +0000 2022,2022-04-22 05:51:24+00:00,5,,[],0,,3,0,,https://twitter.com/alexwaarren/status/1517380530219540480,1517380530219540480,1517379777174204416
is everyone losing their voice? i’m seeing like everyone have a soar throat… Weirddddd,Mon Apr 18 05:32:27 +0000 2022,2022-04-18 05:32:27+00:00,1160,,[],5,,34,16,,https://twitter.com/alexwaarren/status/1515926209133047811,1515926209133047811,1515926209133047811
"Hey, i have a new vlog out in an hour hehe",Fri Apr 15 21:56:02 +0000 2022,2022-04-15 21:56:02+00:00,710,,[],0,,11,8,,https://twitter.com/alexwaarren/status/1515086573938769921,1515086573938769921,1515086573938769921
@ABCNewsLive @KaynaWhitworth thank u for having me!,Fri Apr 15 03:24:18 +0000 2022,2022-04-15 03:24:18+00:00,24,,[],0,,1,0,,https://twitter.com/alexwaarren/status/1514806797604777992,1514806797604777992,1514760271574708232
kouvr wants me to tweet @LEGO_Group She has 20 missing pieces and has been building pieces for weeks and she’s sad now.,Fri Apr 15 03:23:53 +0000 2022,2022-04-15 03:23:53+00:00,528,,[],0,,5,10,,https://twitter.com/alexwaarren/status/1514806689546997763,1514806689546997763,1514806689546997763
am i the only one who isn’t going to Coachella lol,Thu Apr 14 23:18:50 +0000 2022,2022-04-14 23:18:50+00:00,1755,,[],9,,41,34,,https://twitter.com/alexwaarren/status/1514745021261516802,1514745021261516802,1514745021261516802
